ubigeo,ano,semana,p_fal,p_vivax,date
160301,2017,42,0,4,2017-10-16
160301,2017,43,0,2,2017-10-23
160301,2017,44,0,2,2017-10-30
160301,2017,45,0,6,2017-11-06
160301,2017,46,0,2,2017-11-13
160301,2017,47,0,2,2017-11-20
160301,2017,48,0,1,2017-11-27
160301,2017,49,1,5,2017-12-04
160301,2017,50,0,8,2017-12-11
160301,2017,51,0,4,2017-12-18
160301,2017,52,1,4,2017-12-25
160301,2018,1,0,9,2018-01-01
160301,2018,2,1,5,2018-01-08
160301,2018,3,0,4,2018-01-15
160301,2018,4,0,3,2018-01-22
160301,2018,5,2,2,2018-01-29
160301,2018,6,0,6,2018-02-05
160301,2018,7,0,1,2018-02-12
160301,2018,8,0,1,2018-02-19
160301,2018,9,1,7,2018-02-26
160301,2018,10,0,2,2018-03-05
160301,2018,11,1,5,2018-03-12
160301,2018,12,3,13,2018-03-19
160301,2018,13,0,4,2018-03-26
160301,2018,14,0,4,2018-04-02
160301,2018,15,2,6,2018-04-09
160301,2018,16,0,5,2018-04-16
160301,2018,18,2,10,2018-04-30
160301,2018,19,0,2,2018-05-07
160301,2018,20,0,6,2018-05-14
160301,2018,21,0,5,2018-05-21
160301,2018,22,1,3,2018-05-28
160301,2018,23,0,2,2018-06-04
160301,2018,24,0,6,2018-06-11
160301,2018,25,0,5,2018-06-18
160301,2018,26,1,1,2018-06-25
160301,2018,27,0,4,2018-07-02
160301,2018,28,0,1,2018-07-09
160301,2018,29,0,9,2018-07-16
160301,2018,30,0,3,2018-07-23
160301,2018,31,2,2,2018-07-30
160301,2018,32,0,7,2018-08-06
160301,2018,34,0,8,2018-08-20
160301,2018,35,0,1,2018-08-27
160301,2018,36,0,3,2018-09-03
160301,2018,37,0,5,2018-09-10
160301,2018,38,0,1,2018-09-17
160301,2018,39,0,3,2018-09-24
160301,2018,40,1,4,2018-10-01
160301,2018,41,0,4,2018-10-08
160301,2018,42,0,4,2018-10-15
160301,2018,43,2,0,2018-10-22
160301,2018,44,0,8,2018-10-29
160301,2018,45,0,1,2018-11-05
160301,2018,47,0,1,2018-11-19
160301,2018,48,1,2,2018-11-26
160301,2018,49,0,1,2018-12-03
160301,2019,1,0,1,2019-01-07
160301,2019,2,0,1,2019-01-14
160301,2019,3,0,3,2019-01-21
160301,2019,4,0,3,2019-01-28
160301,2019,5,0,4,2019-02-04
160301,2019,6,0,4,2019-02-11
160301,2019,7,0,2,2019-02-18
160301,2019,8,0,4,2019-02-25
160301,2019,10,0,2,2019-03-11
160301,2019,11,0,4,2019-03-18
160301,2019,12,0,1,2019-03-25
160301,2019,13,0,2,2019-04-01
160301,2019,14,0,6,2019-04-08
160301,2019,15,0,8,2019-04-15
160301,2019,16,1,1,2019-04-22
160301,2019,17,1,4,2019-04-29
160301,2019,18,0,3,2019-05-06
160301,2019,19,0,14,2019-05-13
160301,2019,20,0,13,2019-05-20
160301,2019,21,0,6,2019-05-27
160301,2019,22,0,20,2019-06-03
160301,2019,23,0,33,2019-06-10
160301,2019,24,0,7,2019-06-17
160301,2019,25,1,8,2019-06-24
160301,2019,26,0,12,2019-07-01
160301,2019,27,0,4,2019-07-08
160301,2019,28,0,5,2019-07-15
160301,2019,29,0,4,2019-07-22
160301,2019,30,0,2,2019-07-29
160301,2019,31,0,4,2019-08-05
160301,2019,32,0,3,2019-08-12
160301,2019,33,0,3,2019-08-19
160301,2019,34,0,1,2019-08-26
160301,2019,35,0,1,2019-09-02
160301,2019,36,9,6,2019-09-09
160301,2019,37,1,9,2019-09-16
160301,2019,38,0,4,2019-09-23
160301,2019,39,0,1,2019-09-30
160301,2019,40,0,5,2019-10-07
160301,2019,41,0,7,2019-10-14
160301,2019,42,2,1,2019-10-21
160301,2019,43,0,1,2019-10-28
160301,2019,44,0,6,2019-11-04
160301,2019,45,0,3,2019-11-11
160301,2019,49,0,5,2019-12-09
160301,2019,50,0,3,2019-12-16
160301,2019,52,0,3,2019-12-30
160301,2020,1,0,7,2020-01-06
160301,2020,2,0,5,2020-01-13
160301,2020,3,0,1,2020-01-20
160301,2020,4,0,1,2020-01-27
160301,2020,5,0,8,2020-02-03
160301,2020,6,0,13,2020-02-10
160301,2020,7,0,15,2020-02-17
160301,2020,8,0,9,2020-02-24
160301,2020,9,1,9,2020-03-02
160301,2020,10,0,12,2020-03-09
160301,2020,11,0,9,2020-03-16
160301,2020,12,0,2,2020-03-23
160301,2020,13,0,4,2020-03-30
160301,2020,14,0,1,2020-04-06
160301,2020,15,0,5,2020-04-13
160301,2020,16,0,2,2020-04-20
160301,2020,17,0,4,2020-04-27
160301,2020,18,0,3,2020-05-04
160301,2020,19,0,4,2020-05-11
160301,2020,21,0,1,2020-05-25
160301,2020,24,0,2,2020-06-15
160301,2020,25,1,4,2020-06-22
160301,2020,26,0,2,2020-06-29
160301,2020,30,1,1,2020-07-27
160301,2020,31,0,2,2020-08-03
160301,2020,32,0,1,2020-08-10
160301,2020,33,0,4,2020-08-17
160301,2020,34,0,5,2020-08-24
160301,2020,35,0,2,2020-08-31
160301,2020,36,0,2,2020-09-07
160301,2020,37,0,3,2020-09-14
160301,2020,38,0,2,2020-09-21
160301,2020,39,0,1,2020-09-28
160301,2020,40,0,2,2020-10-05
160301,2020,41,0,2,2020-10-12
160301,2020,42,0,4,2020-10-19
160301,2020,45,0,2,2020-11-09
160301,2020,47,0,2,2020-11-23
160301,2020,49,0,1,2020-12-07
160301,2020,50,0,2,2020-12-14
160301,2020,52,0,1,2020-12-28
160301,2020,53,0,2,2021-01-04
160301,2021,6,0,1,2021-02-08
160301,2021,7,0,1,2021-02-15
160301,2021,9,0,1,2021-03-01
160301,2021,10,0,1,2021-03-08
160301,2021,13,0,3,2021-03-29
160301,2021,15,0,1,2021-04-12
160301,2021,17,0,4,2021-04-26
160301,2021,18,0,3,2021-05-03
160301,2021,19,0,4,2021-05-10
160301,2021,20,0,3,2021-05-17
160301,2021,21,0,7,2021-05-24
160301,2021,22,0,12,2021-05-31
160301,2021,23,0,8,2021-06-07
160301,2021,24,0,7,2021-06-14
160301,2021,25,1,15,2021-06-21
160301,2021,26,0,10,2021-06-28
160301,2021,27,1,4,2021-07-05
160301,2021,28,0,2,2021-07-12
160301,2021,29,0,4,2021-07-19
160301,2021,30,0,2,2021-07-26
160301,2021,31,0,2,2021-08-02
160301,2021,32,0,2,2021-08-09
160301,2021,33,0,2,2021-08-16
160301,2021,34,0,1,2021-08-23
160301,2021,35,0,3,2021-08-30
160301,2021,37,0,2,2021-09-13
160301,2021,39,0,1,2021-09-27
160301,2021,40,0,1,2021-10-04
160301,2021,41,0,1,2021-10-11
160301,2021,42,1,1,2021-10-18
160301,2021,43,1,1,2021-10-25
160301,2021,44,0,2,2021-11-01
160301,2021,45,0,4,2021-11-08
160301,2021,46,0,2,2021-11-15
160301,2021,47,0,2,2021-11-22
160301,2021,48,0,1,2021-11-29
160301,2021,49,0,3,2021-12-06
160301,2021,51,0,1,2021-12-20
160301,2021,52,0,1,2021-12-27
160301,2022,1,0,2,2022-01-03
160301,2022,2,0,7,2022-01-10
160301,2022,3,0,2,2022-01-17
160301,2022,4,0,2,2022-01-24
160301,2022,5,0,8,2022-01-31
160301,2022,6,0,4,2022-02-07
160301,2022,7,0,2,2022-02-14
160301,2022,8,0,1,2022-02-21
160301,2022,9,2,6,2022-02-28
160301,2022,11,0,3,2022-03-14
160301,2022,12,0,6,2022-03-21
160301,2022,13,0,7,2022-03-28
160301,2022,14,0,3,2022-04-04
160301,2022,15,1,2,2022-04-11
160301,2022,16,2,1,2022-04-18
160301,2022,17,0,3,2022-04-25
160301,2022,18,0,2,2022-05-02
160301,2022,19,0,2,2022-05-09
160301,2022,20,0,5,2022-05-16
160301,2022,21,0,5,2022-05-23
160301,2022,22,0,7,2022-05-30
160301,2022,23,0,17,2022-06-06
160301,2022,24,0,10,2022-06-13
160301,2022,25,0,14,2022-06-20
160301,2022,26,0,16,2022-06-27
160301,2022,27,0,29,2022-07-04
160301,2022,28,0,23,2022-07-11
160301,2022,29,0,25,2022-07-18
160301,2022,30,1,4,2022-07-25
160301,2022,31,0,15,2022-08-01
160301,2022,32,0,14,2022-08-08
160301,2022,33,0,12,2022-08-15
160301,2022,34,0,7,2022-08-22
160301,2022,35,0,10,2022-08-29
160301,2022,36,0,3,2022-09-05
160301,2022,37,0,2,2022-09-12
160301,2022,38,0,4,2022-09-19
160301,2022,39,0,8,2022-09-26
160301,2022,40,0,5,2022-10-03
160301,2022,41,0,6,2022-10-10
160301,2022,42,0,5,2022-10-17
160301,2022,43,0,2,2022-10-24
160301,2022,44,0,9,2022-10-31
160301,2022,45,0,7,2022-11-07
160301,2022,46,0,1,2022-11-14
160301,2022,47,0,8,2022-11-21
160301,2022,48,0,6,2022-11-28
160301,2022,49,4,3,2022-12-05
160301,2022,50,3,2,2022-12-12
160301,2022,51,0,4,2022-12-19
160301,2022,52,0,3,2022-12-26
160302,2009,5,0,2,2009-02-02
160302,2009,8,0,2,2009-02-23
160302,2009,10,1,0,2009-03-09
160302,2009,15,0,2,2009-04-13
160302,2009,17,0,1,2009-04-27
160302,2009,19,0,2,2009-05-11
160302,2009,20,0,2,2009-05-18
160302,2009,22,1,2,2009-06-01
160302,2009,23,0,2,2009-06-08
160302,2009,24,0,3,2009-06-15
160302,2009,25,0,1,2009-06-22
160302,2009,26,0,1,2009-06-29
160302,2009,27,1,5,2009-07-06
160302,2009,28,0,1,2009-07-13
160302,2009,29,0,1,2009-07-20
160302,2009,30,0,1,2009-07-27
160302,2009,31,1,1,2009-08-03
160302,2009,35,0,1,2009-08-31
160302,2009,36,1,0,2009-09-07
160302,2009,38,0,2,2009-09-21
160302,2009,39,0,1,2009-09-28
160302,2009,40,0,1,2009-10-05
160302,2009,43,1,3,2009-10-26
160302,2009,47,0,1,2009-11-23
160302,2009,52,0,1,2009-12-28
160302,2009,53,0,1,2010-01-04
160302,2010,4,0,2,2010-01-25
160302,2010,5,0,1,2010-02-01
160302,2010,6,0,1,2010-02-08
160302,2010,10,0,2,2010-03-08
160302,2010,13,0,2,2010-03-29
160302,2010,14,0,1,2010-04-05
160302,2010,15,0,1,2010-04-12
160302,2010,21,0,1,2010-05-24
160302,2010,28,0,1,2010-07-12
160302,2010,33,0,2,2010-08-16
160302,2011,5,0,1,2011-01-31
160302,2011,14,0,1,2011-04-04
160302,2011,32,0,1,2011-08-08
160302,2011,36,1,0,2011-09-05
160302,2011,37,0,1,2011-09-12
160302,2011,39,0,1,2011-09-26
160302,2011,45,0,1,2011-11-07
160302,2011,46,0,1,2011-11-14
160302,2011,48,0,1,2011-11-28
160302,2011,49,0,1,2011-12-05
160302,2011,51,0,1,2011-12-19
160302,2012,1,0,1,2012-01-02
160302,2012,6,1,0,2012-02-06
160302,2012,8,2,0,2012-02-20
160302,2012,15,0,1,2012-04-09
160302,2012,20,1,0,2012-05-14
160302,2012,25,0,3,2012-06-18
160302,2012,26,0,1,2012-06-25
160302,2012,32,0,1,2012-08-06
160302,2012,41,1,0,2012-10-08
160302,2012,42,0,1,2012-10-15
160302,2013,2,0,1,2013-01-14
160302,2013,14,0,2,2013-04-08
160302,2013,15,1,1,2013-04-15
160302,2013,19,0,1,2013-05-13
160302,2013,23,0,5,2013-06-10
160302,2013,24,0,5,2013-06-17
160302,2013,27,0,1,2013-07-08
160302,2013,29,2,0,2013-07-22
160302,2013,35,0,1,2013-09-02
160302,2013,38,0,1,2013-09-23
160302,2013,39,0,1,2013-09-30
160302,2013,40,0,2,2013-10-07
160302,2013,41,0,1,2013-10-14
160302,2013,45,0,1,2013-11-11
160302,2013,46,0,2,2013-11-18
160302,2013,47,0,1,2013-11-25
160302,2013,49,0,1,2013-12-09
160302,2013,50,0,5,2013-12-16
160302,2013,51,0,10,2013-12-23
160302,2013,52,0,1,2013-12-30
160302,2014,1,0,1,2014-01-06
160302,2014,2,0,5,2014-01-13
160302,2014,3,1,2,2014-01-20
160302,2014,4,1,3,2014-01-27
160302,2014,5,0,1,2014-02-03
160302,2014,6,0,2,2014-02-10
160302,2014,7,0,1,2014-02-17
160302,2014,8,0,1,2014-02-24
160302,2014,9,0,1,2014-03-03
160302,2014,12,0,5,2014-03-24
160302,2014,13,0,2,2014-03-31
160302,2014,14,0,3,2014-04-07
160302,2014,15,1,5,2014-04-14
160302,2014,17,0,2,2014-04-28
160302,2014,18,0,11,2014-05-05
160302,2014,19,0,2,2014-05-12
160302,2014,20,0,8,2014-05-19
160302,2014,21,0,6,2014-05-26
160302,2014,22,0,5,2014-06-02
160302,2014,23,1,14,2014-06-09
160302,2014,24,0,6,2014-06-16
160302,2014,25,1,2,2014-06-23
160302,2014,26,2,6,2014-06-30
160302,2014,27,0,14,2014-07-07
160302,2014,28,0,12,2014-07-14
160302,2014,29,1,20,2014-07-21
160302,2014,30,1,4,2014-07-28
160302,2014,31,0,14,2014-08-04
160302,2014,32,0,16,2014-08-11
160302,2014,33,1,9,2014-08-18
160302,2014,34,1,9,2014-08-25
160302,2014,35,1,7,2014-09-01
160302,2014,36,0,11,2014-09-08
160302,2014,37,3,13,2014-09-15
160302,2014,38,7,21,2014-09-22
160302,2014,39,0,9,2014-09-29
160302,2014,40,3,5,2014-10-06
160302,2014,41,0,5,2014-10-13
160302,2014,42,1,5,2014-10-20
160302,2014,43,0,2,2014-10-27
160302,2014,44,0,3,2014-11-03
160302,2014,45,0,1,2014-11-10
160302,2014,46,2,1,2014-11-17
160302,2014,47,0,1,2014-11-24
160302,2014,48,0,3,2014-12-01
160302,2014,49,1,2,2014-12-08
160302,2014,50,0,2,2014-12-15
160302,2014,52,0,2,2014-12-29
160302,2014,53,2,3,2015-01-05
160302,2015,5,1,0,2015-02-02
160302,2015,8,2,0,2015-02-23
160302,2015,9,4,2,2015-03-02
160302,2015,10,18,5,2015-03-09
160302,2015,11,3,2,2015-03-16
160302,2015,12,4,1,2015-03-23
160302,2015,16,1,0,2015-04-20
160302,2015,17,4,2,2015-04-27
160302,2015,18,0,1,2015-05-04
160302,2015,19,0,3,2015-05-11
160302,2015,20,0,2,2015-05-18
160302,2015,23,1,2,2015-06-08
160302,2015,24,0,2,2015-06-15
160302,2015,25,0,2,2015-06-22
160302,2015,26,0,8,2015-06-29
160302,2015,27,0,2,2015-07-06
160302,2015,28,0,2,2015-07-13
160302,2015,29,0,3,2015-07-20
160302,2015,30,0,1,2015-07-27
160302,2015,31,0,1,2015-08-03
160302,2015,32,0,2,2015-08-10
160302,2015,33,0,2,2015-08-17
160302,2015,34,0,5,2015-08-24
160302,2015,35,0,8,2015-08-31
160302,2015,36,0,2,2015-09-07
160302,2015,37,1,1,2015-09-14
160302,2015,38,0,3,2015-09-21
160302,2015,39,0,1,2015-09-28
160302,2015,40,1,2,2015-10-05
160302,2015,41,4,7,2015-10-12
160302,2015,42,1,1,2015-10-19
160302,2015,43,1,4,2015-10-26
160302,2015,44,0,4,2015-11-02
160302,2015,45,0,1,2015-11-09
160302,2015,46,2,0,2015-11-16
160302,2015,47,3,2,2015-11-23
160302,2015,51,1,1,2015-12-21
160302,2016,1,0,5,2016-01-04
160302,2016,2,4,2,2016-01-11
160302,2016,3,0,1,2016-01-18
160302,2016,6,2,1,2016-02-08
160302,2016,7,1,6,2016-02-15
160302,2016,8,0,1,2016-02-22
160302,2016,9,0,1,2016-02-29
160302,2016,10,0,4,2016-03-07
160302,2016,11,0,1,2016-03-14
160302,2016,12,0,3,2016-03-21
160302,2016,13,0,3,2016-03-28
160302,2016,14,0,2,2016-04-04
160302,2016,15,0,3,2016-04-11
160302,2016,19,0,2,2016-05-09
160302,2016,20,0,1,2016-05-16
160302,2016,21,1,1,2016-05-23
160302,2016,22,0,1,2016-05-30
160302,2016,25,0,2,2016-06-20
160302,2016,26,0,1,2016-06-27
160302,2016,28,2,2,2016-07-11
160302,2016,29,0,3,2016-07-18
160302,2016,30,2,2,2016-07-25
160302,2016,31,4,1,2016-08-01
160302,2016,32,0,2,2016-08-08
160302,2016,33,0,1,2016-08-15
160302,2016,34,0,7,2016-08-22
160302,2016,35,0,2,2016-08-29
160302,2016,36,2,0,2016-09-05
160302,2016,37,0,4,2016-09-12
160302,2016,38,1,2,2016-09-19
160302,2016,39,0,1,2016-09-26
160302,2016,41,0,2,2016-10-10
160302,2016,44,0,1,2016-10-31
160302,2016,45,0,1,2016-11-07
160302,2016,47,1,1,2016-11-21
160302,2016,48,0,1,2016-11-28
160302,2016,49,0,1,2016-12-05
160302,2017,5,0,2,2017-01-30
160302,2017,6,0,1,2017-02-06
160302,2017,7,0,2,2017-02-13
160302,2017,10,1,2,2017-03-06
160302,2017,11,0,3,2017-03-13
160302,2017,15,0,1,2017-04-10
160302,2017,16,0,2,2017-04-17
160302,2017,18,0,1,2017-05-01
160302,2017,19,1,1,2017-05-08
160302,2017,21,0,3,2017-05-22
160302,2017,22,0,2,2017-05-29
160302,2017,23,0,3,2017-06-05
160302,2017,24,0,2,2017-06-12
160302,2017,25,0,1,2017-06-19
160302,2017,26,1,1,2017-06-26
160302,2017,27,1,6,2017-07-03
160302,2017,28,0,2,2017-07-10
160302,2017,29,0,1,2017-07-17
160302,2017,30,0,2,2017-07-24
160302,2017,31,0,2,2017-07-31
160302,2017,32,0,5,2017-08-07
160302,2017,35,0,4,2017-08-28
160302,2017,36,0,2,2017-09-04
160302,2017,47,0,1,2017-11-20
160302,2017,48,0,1,2017-11-27
160302,2017,49,0,1,2017-12-04
160302,2017,52,1,0,2017-12-25
160302,2018,1,0,1,2018-01-01
160302,2018,4,1,0,2018-01-22
160302,2018,5,0,1,2018-01-29
160302,2018,7,0,1,2018-02-12
160302,2018,8,0,1,2018-02-19
160302,2018,10,0,1,2018-03-05
160302,2018,13,0,1,2018-03-26
160302,2018,15,1,0,2018-04-09
160302,2018,23,0,1,2018-06-04
160302,2018,32,0,1,2018-08-06
160302,2018,33,2,1,2018-08-13
160302,2018,35,1,1,2018-08-27
160302,2018,38,0,1,2018-09-17
160302,2018,43,0,2,2018-10-22
160302,2018,49,0,3,2018-12-03
160302,2019,4,0,1,2019-01-28
160302,2019,5,0,1,2019-02-04
160302,2019,9,0,2,2019-03-04
160302,2019,10,1,0,2019-03-11
160302,2019,14,0,1,2019-04-08
160302,2019,15,1,0,2019-04-15
160302,2019,20,0,4,2019-05-20
160302,2019,21,0,1,2019-05-27
160302,2019,25,0,1,2019-06-24
160302,2019,38,0,2,2019-09-23
160302,2019,39,0,3,2019-09-30
160302,2019,42,1,2,2019-10-21
160302,2019,47,0,1,2019-11-25
160302,2019,49,1,2,2019-12-09
160302,2020,3,0,1,2020-01-20
160302,2020,6,0,1,2020-02-10
160302,2020,9,0,1,2020-03-02
160302,2020,15,0,2,2020-04-13
160302,2020,34,0,2,2020-08-24
160302,2020,36,0,1,2020-09-07
160302,2020,37,0,15,2020-09-14
160302,2020,38,0,1,2020-09-21
160302,2020,40,0,1,2020-10-05
160302,2021,6,0,2,2021-02-08
160302,2021,7,0,2,2021-02-15
160302,2021,14,0,2,2021-04-05
160302,2021,15,0,1,2021-04-12
160302,2021,16,0,2,2021-04-19
160302,2021,17,0,1,2021-04-26
160302,2021,18,0,1,2021-05-03
160302,2021,19,0,6,2021-05-10
160302,2021,20,0,1,2021-05-17
160302,2021,22,0,1,2021-05-31
160302,2021,31,0,2,2021-08-02
160302,2021,35,0,1,2021-08-30
160302,2021,36,0,1,2021-09-06
160302,2021,48,1,0,2021-11-29
160302,2022,1,1,0,2022-01-03
160302,2022,20,0,1,2022-05-16
160302,2022,21,0,1,2022-05-23
160302,2022,26,0,1,2022-06-27
160302,2022,28,0,2,2022-07-11
160302,2022,29,0,3,2022-07-18
160302,2022,30,0,3,2022-07-25
160302,2022,32,0,1,2022-08-08
160302,2022,38,0,1,2022-09-19
160302,2022,39,0,1,2022-09-26
160302,2022,41,0,1,2022-10-10
160302,2022,44,0,1,2022-10-31
160302,2022,48,0,1,2022-11-28
160303,2009,1,3,15,2009-01-05
160303,2009,2,5,20,2009-01-12
160303,2009,3,2,12,2009-01-19
160303,2009,4,2,16,2009-01-26
160303,2009,5,0,19,2009-02-02
160303,2009,6,0,14,2009-02-09
160303,2009,7,0,7,2009-02-16
160303,2009,8,0,14,2009-02-23
160303,2009,9,1,16,2009-03-02
160303,2009,10,0,21,2009-03-09
160303,2009,11,0,19,2009-03-16
160303,2009,12,2,14,2009-03-23
160303,2009,13,2,17,2009-03-30
160303,2009,14,1,39,2009-04-06
160303,2009,15,6,53,2009-04-13
160303,2009,16,3,30,2009-04-20
160303,2009,17,3,36,2009-04-27
160303,2009,18,6,18,2009-05-04
160303,2009,19,5,18,2009-05-11
160303,2009,20,1,14,2009-05-18
160303,2009,21,3,10,2009-05-25
160303,2009,22,15,30,2009-06-01
160303,2009,23,13,25,2009-06-08
160303,2009,24,3,24,2009-06-15
160303,2009,25,2,20,2009-06-22
160303,2009,26,2,17,2009-06-29
160303,2009,27,3,24,2009-07-06
160303,2009,28,1,16,2009-07-13
160303,2009,29,3,9,2009-07-20
160303,2009,30,3,7,2009-07-27
160303,2009,31,5,12,2009-08-03
160303,2009,32,4,17,2009-08-10
160303,2009,33,0,13,2009-08-17
160303,2009,34,1,11,2009-08-24
160303,2009,35,3,23,2009-08-31
160303,2009,36,5,13,2009-09-07
160303,2009,37,8,3,2009-09-14
160303,2009,38,0,7,2009-09-21
160303,2009,39,4,8,2009-09-28
160303,2009,40,2,7,2009-10-05
160303,2009,41,4,8,2009-10-12
160303,2009,42,0,4,2009-10-19
160303,2009,43,0,8,2009-10-26
160303,2009,44,4,5,2009-11-02
160303,2009,45,0,9,2009-11-09
160303,2009,46,0,2,2009-11-16
160303,2009,47,0,3,2009-11-23
160303,2009,48,0,3,2009-11-30
160303,2009,49,0,5,2009-12-07
160303,2009,50,0,5,2009-12-14
160303,2009,51,0,3,2009-12-21
160303,2009,52,0,1,2009-12-28
160303,2010,1,0,4,2010-01-04
160303,2010,2,0,5,2010-01-11
160303,2010,3,0,3,2010-01-18
160303,2010,4,0,3,2010-01-25
160303,2010,5,0,1,2010-02-01
160303,2010,6,1,1,2010-02-08
160303,2010,7,1,2,2010-02-15
160303,2010,9,0,2,2010-03-01
160303,2010,10,2,0,2010-03-08
160303,2010,11,0,2,2010-03-15
160303,2010,12,0,1,2010-03-22
160303,2010,13,1,6,2010-03-29
160303,2010,15,0,2,2010-04-12
160303,2010,16,0,1,2010-04-19
160303,2010,18,0,2,2010-05-03
160303,2010,19,1,3,2010-05-10
160303,2010,20,0,2,2010-05-17
160303,2010,21,1,1,2010-05-24
160303,2010,22,0,1,2010-05-31
160303,2010,23,0,1,2010-06-07
160303,2010,24,0,4,2010-06-14
160303,2010,25,0,2,2010-06-21
160303,2010,26,0,2,2010-06-28
160303,2010,27,0,3,2010-07-05
160303,2010,28,0,5,2010-07-12
160303,2010,30,0,5,2010-07-26
160303,2010,31,0,3,2010-08-02
160303,2010,33,0,1,2010-08-16
160303,2010,34,0,1,2010-08-23
160303,2010,35,0,1,2010-08-30
160303,2010,36,0,1,2010-09-06
160303,2010,37,0,6,2010-09-13
160303,2010,38,0,2,2010-09-20
160303,2010,39,0,1,2010-09-27
160303,2010,41,0,1,2010-10-11
160303,2010,43,0,1,2010-10-25
160303,2010,44,0,3,2010-11-01
160303,2011,3,0,3,2011-01-17
160303,2011,4,0,2,2011-01-24
160303,2011,5,0,1,2011-01-31
160303,2011,7,1,1,2011-02-14
160303,2011,9,0,1,2011-02-28
160303,2011,11,1,0,2011-03-14
160303,2011,13,1,0,2011-03-28
160303,2011,17,1,1,2011-04-25
160303,2011,19,0,2,2011-05-09
160303,2011,20,0,1,2011-05-16
160303,2011,21,0,1,2011-05-23
160303,2011,22,0,6,2011-05-30
160303,2011,23,1,2,2011-06-06
160303,2011,24,0,6,2011-06-13
160303,2011,26,0,10,2011-06-27
160303,2011,27,0,1,2011-07-04
160303,2011,29,0,19,2011-07-18
160303,2011,30,3,8,2011-07-25
160303,2011,31,2,18,2011-08-01
160303,2011,32,0,18,2011-08-08
160303,2011,33,1,15,2011-08-15
160303,2011,34,0,30,2011-08-22
160303,2011,35,0,34,2011-08-29
160303,2011,36,1,37,2011-09-05
160303,2011,37,1,61,2011-09-12
160303,2011,38,2,28,2011-09-19
160303,2011,39,1,26,2011-09-26
160303,2011,40,0,13,2011-10-03
160303,2011,41,1,62,2011-10-10
160303,2011,42,1,38,2011-10-17
160303,2011,43,0,33,2011-10-24
160303,2011,44,1,22,2011-10-31
160303,2011,45,4,16,2011-11-07
160303,2011,46,14,28,2011-11-14
160303,2011,47,1,32,2011-11-21
160303,2011,48,0,13,2011-11-28
160303,2011,49,2,20,2011-12-05
160303,2011,50,0,16,2011-12-12
160303,2011,51,1,16,2011-12-19
160303,2011,52,0,17,2011-12-26
160303,2012,1,2,2,2012-01-02
160303,2012,2,0,13,2012-01-09
160303,2012,3,0,9,2012-01-16
160303,2012,4,0,8,2012-01-23
160303,2012,5,0,6,2012-01-30
160303,2012,6,0,19,2012-02-06
160303,2012,7,0,7,2012-02-13
160303,2012,8,0,17,2012-02-20
160303,2012,9,0,23,2012-02-27
160303,2012,10,2,49,2012-03-05
160303,2012,11,0,32,2012-03-12
160303,2012,12,1,7,2012-03-19
160303,2012,13,4,25,2012-03-26
160303,2012,14,1,27,2012-04-02
160303,2012,15,1,30,2012-04-09
160303,2012,16,0,17,2012-04-16
160303,2012,17,2,11,2012-04-23
160303,2012,18,0,14,2012-04-30
160303,2012,19,0,26,2012-05-07
160303,2012,20,2,58,2012-05-14
160303,2012,21,0,73,2012-05-21
160303,2012,22,0,14,2012-05-28
160303,2012,23,0,61,2012-06-04
160303,2012,24,3,62,2012-06-11
160303,2012,25,0,23,2012-06-18
160303,2012,26,0,48,2012-06-25
160303,2012,27,3,51,2012-07-02
160303,2012,28,2,33,2012-07-09
160303,2012,29,1,9,2012-07-16
160303,2012,30,0,11,2012-07-23
160303,2012,31,0,7,2012-07-30
160303,2012,32,0,4,2012-08-06
160303,2012,33,0,10,2012-08-13
160303,2012,34,0,11,2012-08-20
160303,2012,35,2,8,2012-08-27
160303,2012,36,0,8,2012-09-03
160303,2012,37,1,5,2012-09-10
160303,2012,38,0,12,2012-09-17
160303,2012,39,1,15,2012-09-24
160303,2012,40,1,10,2012-10-01
160303,2012,41,3,14,2012-10-08
160303,2012,42,0,2,2012-10-15
160303,2012,43,0,8,2012-10-22
160303,2012,44,0,3,2012-10-29
160303,2012,45,0,13,2012-11-05
160303,2012,46,0,7,2012-11-12
160303,2012,47,0,3,2012-11-19
160303,2012,48,0,7,2012-11-26
160303,2012,49,1,4,2012-12-03
160303,2012,50,0,7,2012-12-10
160303,2012,51,0,3,2012-12-17
160303,2012,52,0,2,2012-12-24
160303,2013,1,0,8,2013-01-07
160303,2013,2,0,5,2013-01-14
160303,2013,3,0,3,2013-01-21
160303,2013,4,0,4,2013-01-28
160303,2013,5,0,6,2013-02-04
160303,2013,6,0,8,2013-02-11
160303,2013,7,0,2,2013-02-18
160303,2013,8,2,11,2013-02-25
160303,2013,9,0,11,2013-03-04
160303,2013,10,0,3,2013-03-11
160303,2013,11,1,5,2013-03-18
160303,2013,12,1,14,2013-03-25
160303,2013,13,4,7,2013-04-01
160303,2013,14,3,16,2013-04-08
160303,2013,15,0,4,2013-04-15
160303,2013,16,6,20,2013-04-22
160303,2013,17,4,16,2013-04-29
160303,2013,18,1,31,2013-05-06
160303,2013,19,1,28,2013-05-13
160303,2013,20,25,32,2013-05-20
160303,2013,21,16,28,2013-05-27
160303,2013,22,10,29,2013-06-03
160303,2013,23,77,140,2013-06-10
160303,2013,24,56,104,2013-06-17
160303,2013,25,49,69,2013-06-24
160303,2013,26,8,43,2013-07-01
